word_count,uppercase_ratio,exclamation_count,question_count,sentiment_score,sentiment_extremity,avg_word_length,unique_word_ratio,stock_mention_count,url_count,quote_count,source_credibility,label
867,0.05849915724327935,0,1,0.0692157897904019,0.0692157897904019,6.048324104697205,0.7343073852564713,2,2,4,0.5735250760716577,0
28,0.5390741893917265,7,1,0.44488878863631287,0.44488878863631287,4.116919368349187,0.8501036189050455,5,0,0,0.4647770078479981,1
364,0.2625214095252527,4,0,0.7226955038900631,0.7226955038900631,3.843095886673472,0.3274641221231021,8,0,1,0.4669316522076762,1
14,0.5433674101993567,4,5,0.7951771597792399,0.7951771597792399,4.794601472695321,0.6640439358994598,7,2,0,0.3179611468864195,1
234,0.003846191582725811,0,3,-0.3159596130355304,0.3159596130355304,5.229935399852643,0.775576287961967,0,4,3,0.6438622390821416,0
117,0.05467606259831806,0,0,-0.6217022445179402,0.6217022445179402,6.4448459492618975,0.602494392997711,2,0,4,0.5977645814470584,0
182,0.40386044186140324,1,1,-0.9810979732625125,0.9810979732625125,4.989950326770715,0.4752174999719443,1,0,0,0.4660761863744976,1
209,0.05960379366343877,0,2,0.4711468443460715,0.4711468443460715,8.421000793752409,0.6229369857419743,2,1,3,0.7549722068163425,0
389,0.04230302727151419,1,2,-0.7078029268777609,0.7078029268777609,7.941377789134472,0.6287097340894978,2,3,1,0.3215049454853303,0
43,0.5961909555680552,13,5,0.7697030044589755,0.7697030044589755,3.6573771901300702,0.824222265797728,3,0,0,0.35444094614437366,1
786,0.04425242909406419,1,2,-0.2864963540761316,0.2864963540761316,7.4311096057345765,0.8011922358928268,1,4,5,0.7066110310964755,0
709,0.0747877651444756,0,4,-0.07531888851258811,0.07531888851258811,6.627239898786778,0.6701804501457557,2,4,1,0.6017478135006111,0
193,0.10149785650211741,0,2,-0.6238135242932106,0.6238135242932106,6.614559100812968,0.5557639094445703,3,0,4,0.9577062103688432,0
267,0.12498614968531448,0,0,0.6693777172663896,0.6693777172663896,6.059392984498812,0.7575388775225819,0,2,5,0.38530965097454806,0
353,0.04834607172959195,0,3,0.48704732024536873,0.48704732024536873,6.961233143755707,0.624026141154638,0,4,3,0.614514679473901,0
339,0.06569255448475463,0,1,-0.07413585401936387,0.07413585401936387,7.804674515439202,0.7608511541935862,2,4,2,0.7533940088306055,0
189,0.22417260170611097,9,0,0.9794206639036533,0.9794206639036533,4.666466200011038,0.37098971166350664,3,2,0,0.10918544568031287,1
375,0.3135286395940482,8,1,-0.5761378484354951,0.5761378484354951,4.856258402590705,0.35948772551778574,7,0,0,0.21358843207550077,1
328,0.387569671097112,8,1,0.6144732751958104,0.6144732751958104,5.575932823285749,0.3386268791919309,7,0,0,0.1947586889193958,1
380,0.019359075435840836,1,1,-0.13667988577764822,0.13667988577764822,7.252959734698679,0.6750800874267133,0,0,5,0.6699481972510429,0
40,0.7649586351514182,7,2,-0.57054518224854,0.57054518224854,3.207387819096449,0.6008131315925302,7,0,0,0.2673778758049621,1
173,0.057966551859393825,0,0,-0.22696200208085887,0.22696200208085887,5.1725267910028725,0.5783552420904547,1,2,3,0.8600965782954587,0
16,0.5238307140525378,4,4,0.8306651581830843,0.8306651581830843,4.75554562106962,0.6825517204800442,7,1,0,0.34588141761131097,1
303,0.46106034047534666,7,2,0.6472174537403175,0.6472174537403175,5.3261131519244564,0.4327822897767686,7,0,0,0.2913838545605698,1
18,0.9444192923884062,3,6,0.7555430914086321,0.7555430914086321,3.515372800908059,0.5551323909038983,4,0,1,0.09276457821251274,1
358,0.2777519799275935,6,2,-0.7398963718110431,0.7398963718110431,4.8206773072292375,0.3653783103694608,0,0,0,0.3470869836432073,1
244,0.05697161651104729,0,0,-0.6286989982359955,0.6286989982359955,6.42476173065578,0.5967514124289455,3,4,1,0.45695362616520513,0
247,0.11231307373685656,1,2,-0.3319350117148081,0.3319350117148081,6.8367495249805605,0.7050025142045743,1,1,0,0.8970111537207914,0
211,0.006789411495838019,0,1,0.5342185645921048,0.5342185645921048,6.234303644542843,0.8349260571090513,0,2,0,0.4193302103496827,0
285,0.05213696580693006,0,1,-0.6150245122992934,0.6150245122992934,5.846516899266642,0.654931485256801,0,0,1,0.9824861183800332,0
606,0.12492675288915872,0,0,0.6613945770142878,0.6613945770142878,5.921154485252743,0.624738783429483,3,1,4,0.418622610049964,0
16,0.8454994156567921,7,7,0.8237642517673498,0.8237642517673498,4.0058931220432035,0.5326286513488344,3,1,0,0.16532516522247498,1
48,0.45478380307222244,12,3,0.9547957421217005,0.9547957421217005,4.471928049873295,0.7892002771032214,4,1,1,0.3342657841290771,1
23,0.5515921193329311,7,6,0.8083775638114665,0.8083775638114665,4.713129307095409,0.7822808757916097,1,1,1,0.13915684191616398,1
167,0.26755230793325946,2,5,-0.6638900655843722,0.6638900655843722,4.733494796544146,0.322099703667787,3,1,0,0.06525814868027745,1
222,0.24185361881675338,6,1,-0.565182468246869,0.565182468246869,3.6668523419121253,0.467938186995537,2,0,1,0.20868723545147033,1
272,0.046582204687909905,0,2,0.8086010199789367,0.8086010199789367,6.267564543117056,0.7373275984171177,1,1,6,0.8523548405511875,0
731,0.10175545614011161,0,2,-0.5968140100897302,0.5968140100897302,7.7225583276611545,0.8174604971418858,0,0,1,0.5532998583646317,0
122,0.08062224159532702,0,2,-0.10052667978879529,0.10052667978879529,5.5190668733226405,0.7363231418761825,0,0,2,0.5425522312354544,0
586,0.11810451086860321,1,3,-0.36441141082641504,0.36441141082641504,8.896558748626376,0.6878277830637218,2,0,0,0.8953321442198066,0
312,0.0,0,0,-0.5325056410983828,0.5325056410983828,5.069004080723902,0.841973187244098,5,0,4,0.9943201009067282,0
49,0.30510621763129003,4,4,-0.6603867405730641,0.6603867405730641,5.151966121478319,0.5210027779696502,8,1,0,0.5610825758299103,1
768,0.05762599703621369,0,0,0.43523704899651544,0.43523704899651544,6.142610142103337,0.7186964484892199,1,1,6,0.9626397204835205,0
719,0.023376768826294733,1,1,0.769305715281553,0.769305715281553,6.842814984734786,0.6907514831837653,1,0,4,0.93431615318011,0
335,0.1676932990473175,3,0,0.9320877703224453,0.9320877703224453,5.953104961693914,0.35954748153805727,5,2,0,0.48328369232027335,1
640,0.0,0,0,-0.17150070416686147,0.17150070416686147,6.282900109649224,0.8767885317432286,3,0,2,0.467607128546346,0
878,0.07463288726707766,0,0,-0.3031625869017909,0.3031625869017909,7.243929150645906,0.5545267473487244,1,3,1,0.5346835758860095,0
24,0.9393823954345415,12,5,0.7670501428278869,0.7670501428278869,4.403236799252767,0.7969378665796526,1,1,1,0.4873383999868391,1
504,0.05758016275750133,0,3,0.43531826988215105,0.43531826988215105,6.1053924743766865,0.6346580653797909,1,1,4,0.6348596994352592,0
521,0.027641101129779185,0,1,-0.23508228163029982,0.23508228163029982,5.496796710858379,0.535311188143148,1,3,1,0.7094968821504217,0
314,0.027534112447946575,0,3,0.18900380635110176,0.18900380635110176,8.479979921374929,0.8741148269784689,0,1,3,0.4043062636169268,0
18,0.8961388015728037,12,1,-0.6176845316592718,0.6176845316592718,4.171098981355812,0.8976297767486769,0,0,0,0.38592354529470496,1
217,0.47408228559342447,4,1,-1.0,1.0,4.888655607227377,0.4733318819286771,4,2,0,0.6126513829859193,1
517,0.104868305406419,0,2,0.1835766401483867,0.1835766401483867,7.3304551687821915,0.5826226561971446,0,1,1,0.9352519213585238,0
451,0.048067173539921175,0,0,-0.3073439995819167,0.3073439995819167,7.540310507627976,0.6401684812243179,3,3,3,0.6505923665093342,0
296,0.2057428728328381,5,1,0.7554764242419546,0.7554764242419546,4.211961146940982,0.471825423565957,5,2,0,0.06728051667624935,1
128,0.13632056286428781,3,0,-0.6717950039344861,0.6717950039344861,5.7319902840229915,0.3426031214731443,7,0,0,0.4190191299039526,1
631,0.06659358945917326,0,2,0.5808601107200478,0.5808601107200478,5.279112990491217,0.8114952989966955,1,2,6,0.9928243086977002,0
161,0.34572056377575877,1,0,0.791928898096399,0.791928898096399,4.560566097619885,0.5058583472068682,4,1,1,0.39547112403870827,1
342,0.1728170119690069,5,1,-0.8623288618617884,0.8623288618617884,4.846084409432762,0.3352745404274354,7,0,0,0.49886625291101355,1
33,0.7067340769201709,5,1,-0.9413636458953069,0.9413636458953069,4.700368495540353,0.5662186390783528,2,0,0,0.16220999607519437,1
115,0.49880767283034877,4,8,0.6909561364900866,0.6909561364900866,4.483118231114895,0.32376230980609244,7,1,1,0.4392117174317054,1
203,0.40462391483342475,6,6,0.8900367384268173,0.8900367384268173,5.327530500215509,0.43422093832259306,4,0,0,0.1886249279254113,1
350,0.0545661056943526,0,1,0.20662598387144582,0.20662598387144582,6.94444241849147,0.8323392505893117,1,1,1,0.458584299051979,0
545,0.11250103342264303,0,3,-0.1052259521188576,0.1052259521188576,5.459450674061337,0.8939074755580839,1,3,5,0.6214788435854925,0
372,0.0,0,0,0.05787351726130546,0.05787351726130546,8.283968054718102,0.5501124751150424,2,0,3,0.8579129468362735,0
374,0.17903466082539987,10,0,-0.6071714706389014,0.6071714706389014,5.033321467425314,0.538718321188766,2,2,0,0.3320675562979828,1
143,0.4702787246002178,11,3,0.8811350407787394,0.8811350407787394,4.371783675973317,0.4051612891812304,2,1,0,0.13952820317017772,1
712,0.0,1,1,-0.7299834336588745,0.7299834336588745,8.828643597538578,0.8986394074904969,0,3,4,0.49604159740643416,0
46,0.7858025659530972,5,7,-0.5168747898493018,0.5168747898493018,4.387790696106299,0.7230132494425306,7,0,0,0.04453222744955462,1
271,0.04404992741663742,0,0,-0.7784580447652855,0.7784580447652855,6.631359867039331,0.8041925733514698,1,1,2,0.5015736258502198,0
265,0.12635768856677973,0,1,0.5723522220657535,0.5723522220657535,5.6527804687740755,0.7957337542816924,0,0,2,0.7830959791167819,0
52,0.4241833312530908,3,3,0.7515012887484724,0.7515012887484724,3.649785841507197,0.5065707655441656,0,0,0,0.5036922122122104,1
156,0.2679353908185602,10,6,0.7663552166199381,0.7663552166199381,4.639397028313159,0.5439391461690611,1,0,0,0.40588529191697553,1
191,0.23764533048495082,7,2,0.6245147730587202,0.6245147730587202,3.5769802526964662,0.4024004381885722,0,0,0,0.11909651475795657,1
923,0.024335162928335322,1,0,0.04614251042101919,0.04614251042101919,5.3338103900697345,0.7297705774415227,1,0,5,0.8045951676608804,0
186,0.2688801574850814,6,4,-0.832162702374588,0.832162702374588,5.41233286957361,0.4684655877412238,7,2,0,0.3831508224396662,1
29,0.6713279307546288,9,1,-0.7514698607933925,0.7514698607933925,4.828921348239701,0.6797235100627312,0,2,0,0.3173231077258609,1
412,0.0,0,1,-0.34820430338535546,0.34820430338535546,5.867349102846923,0.8746183646309129,0,4,2,0.9175051385539457,0
45,0.6256176313712644,9,1,0.6195063653281927,0.6195063653281927,3.9673989179347466,0.6210805809851083,3,0,0,0.3582324062538094,1
104,0.44522467745312744,5,6,-0.9747050156307249,0.9747050156307249,5.100316564257758,0.5185733292793862,2,0,0,0.34032728031540205,1
139,0.47712432341537186,3,5,-0.48640483015210345,0.48640483015210345,4.1546726491561845,0.4376464283601331,8,0,0,0.07615870758611604,1
15,0.5471572599147531,4,3,0.9354371369021887,0.9354371369021887,5.5438304639958425,0.7481505987695751,3,1,0,0.33250872421304467,1
178,0.2508772271071537,9,5,0.7690682860566522,0.7690682860566522,4.248019151556971,0.30005161854988643,2,0,0,0.12923027201015444,1
301,0.17653328884751018,10,7,-0.6648567878086926,0.6648567878086926,4.637960028540073,0.4665830901734993,3,1,0,0.20124619459539597,1
445,0.09648110966519158,0,2,0.34548179990177663,0.34548179990177663,7.196949779268622,0.6376731212919603,0,0,3,0.7155812857454021,0
563,0.06806015064605912,0,3,0.16715122567213186,0.16715122567213186,5.775938408187525,0.6155756806705767,0,5,5,0.5336606979921337,0
43,0.7085438296700118,1,0,-0.7979507698102524,0.7979507698102524,3.777223236959863,0.8582168733500252,5,1,0,0.3048754755177859,1
476,0.08584519989972401,1,2,-0.6084520406514909,0.6084520406514909,8.405165174716863,0.6162010178167013,3,3,5,0.36332670481611584,0
45,0.4609735257694419,10,0,0.9299631300237134,0.9299631300237134,3.8472560121009565,0.6245511885043744,7,1,0,0.6538287789293044,1
853,0.13667380581211624,0,1,-0.007525221465386058,0.007525221465386058,6.017176391708818,0.7799481748015119,0,0,4,0.8721716983508886,0
381,0.3477732530024923,3,1,-0.7824797739890478,0.7824797739890478,4.615744580609673,0.3875285461436866,2,0,0,0.3398242786917213,1
125,0.3057191456708644,9,4,-0.6638405646219993,0.6638405646219993,5.048322557584955,0.4020797489186841,2,0,0,0.5697622328868006,1
186,0.2331436365595587,9,5,-0.8442059729362459,0.8442059729362459,3.4234709575062627,0.3765764755155381,3,0,0,0.18211943099381409,1
523,0.001094078693140682,0,1,-0.6541280516861262,0.6541280516861262,6.451965084099241,0.7631801981403349,1,2,3,0.42223026951636117,0
27,0.39819736801888433,6,2,-0.5436481106022484,0.5436481106022484,3.602639949929379,0.5088812955811973,5,0,0,0.34414637953754756,1
307,0.16177817528924154,1,1,-0.12710173983495152,0.12710173983495152,6.185962663389946,0.7266826445672746,0,0,4,0.6114273233832737,0
55,0.6123111084813817,6,2,-0.7540576415387948,0.7540576415387948,4.1712377142322135,0.5852594798649894,5,0,1,0.19536799462408438,1
24,0.5928054429587385,11,0,0.7056221976313629,0.7056221976313629,3.8187915259991447,0.751063953073818,2,0,0,0.06318091936671937,1
40,0.7101047873886186,7,0,0.6449231535218581,0.6449231535218581,3.9326779505036744,0.7900544730639866,2,0,0,0.1607051257924841,1
39,0.587389578842986,7,6,-0.9250302066528276,0.9250302066528276,5.123437345137652,0.6443593856076273,6,0,0,0.5392513044569317,1
165,0.21285428615096627,9,2,-0.4971451164137535,0.4971451164137535,3.819837676044342,0.4575801415215449,1,1,1,0.19759991209554054,1
333,0.1328419542290954,7,6,-0.6404322978500199,0.6404322978500199,4.4629664984417,0.45224955923454135,3,0,1,0.13625142902578755,1
727,0.0,0,1,0.7853876290170564,0.7853876290170564,6.295350367784142,0.654856894480919,0,1,5,0.6745220891942886,0
244,0.188427769053207,7,6,-0.8302307559327811,0.8302307559327811,4.858674441254187,0.33519399076291684,0,1,0,0.4836725381118403,1
716,0.026435532318987327,1,2,-0.8407400117119606,0.8407400117119606,5.529579579819436,0.7769805146095079,0,1,1,0.8330671343410736,0
320,0.04562727454647998,0,3,0.04779852248066796,0.04779852248066796,7.999363970899257,0.6502139175898795,1,5,4,0.7107347203065402,0
588,0.00648806406900663,0,0,-0.08334904055543862,0.08334904055543862,8.17893459093632,0.8916460938210016,0,0,3,0.5754870435617179,0
239,0.003094268614932558,0,1,-0.5514050137600047,0.5514050137600047,5.11468787699188,0.6001243258753763,0,4,4,0.6504566879990714,0
506,0.08928506381664375,0,1,0.6037805373132968,0.6037805373132968,6.8543725265174125,0.8725582531918686,3,2,2,0.4467341096949147,0
125,0.38613808240221825,5,1,0.8755114730100702,0.8755114730100702,5.223415952814297,0.43226542933664114,4,1,0,0.6312659317599834,1
221,0.0,0,1,0.4828248874260538,0.4828248874260538,6.427286832365029,0.8554668331013223,0,3,1,0.3563606849079454,0
413,0.13376555230358825,2,6,0.8972131200777218,0.8972131200777218,4.3767331723801775,0.3213134135121813,1,1,0,0.47320063151111136,1
383,0.07375001783842557,1,0,0.45932832741743845,0.45932832741743845,5.341802148474644,0.8468102415108852,0,0,2,0.7808879350733835,0
478,0.019155883635143117,0,0,0.5364086215913395,0.5364086215913395,7.9686827342380075,0.7810289699119624,2,0,2,0.9716762222590039,0
133,0.05744861680572919,0,1,-0.6283146629081647,0.6283146629081647,6.935133826113799,0.6465653173724197,0,0,0,1.0,0
430,0.12336932273856985,0,0,0.5826523641033433,0.5826523641033433,5.961463510879513,0.6653674161702297,1,4,4,0.8352252877787779,0
43,0.8658676614039656,5,4,0.9802535113895449,0.9802535113895449,3.84465357608737,0.542472945862001,6,0,0,0.6563535286339036,1
355,0.0,1,0,0.43555351720893826,0.43555351720893826,6.757493793554752,0.6137883234803945,0,5,3,0.7906518612357545,0
282,0.05249225968511845,1,1,0.36844726170645714,0.36844726170645714,6.18650849168055,0.7987916968731985,1,4,5,0.6916628588993685,0
349,0.2141438973942307,9,3,-0.8261300778056611,0.8261300778056611,4.479797852870523,0.3328201325503075,4,0,0,0.4949968725335864,1
93,0.46393504055980683,5,6,0.5713678929332994,0.5713678929332994,5.620623520103196,0.5046301489266819,7,2,0,0.3538669880821043,1
336,0.2651385277717452,9,2,-1.0,1.0,4.094603382270922,0.47578637397308104,2,3,0,0.09302614170108979,1
18,0.7910862324302381,10,2,0.6687355526611632,0.6687355526611632,4.5216081707671165,0.5945728223053299,6,1,0,0.5763931905501752,1
50,0.673972087137798,9,5,-0.9812819528306627,0.9812819528306627,3.5328305150344015,0.7448660392685397,0,2,1,0.08125847670317837,1
117,0.0,0,0,-0.5863536674551915,0.5863536674551915,6.937772239880361,0.7714261256773397,2,2,5,0.9013020700406277,0
567,0.059838084433166135,0,1,0.16046269869931085,0.16046269869931085,8.070496949665305,0.6462498957047853,0,0,4,0.9322590127771987,0
299,0.2864250733269398,8,7,0.8541282132476794,0.8541282132476794,3.5242588133872204,0.4732217449860231,2,1,1,0.2863751633596682,1
170,0.25229429606959364,6,0,0.8722792822025514,0.8722792822025514,4.275422258139727,0.5934128648773821,4,0,1,0.20919491247836328,1
65,0.22595557455679482,9,4,-0.6669870398384351,0.6669870398384351,4.747543220177709,0.3951599375213149,4,0,0,0.24929010599193638,1
256,0.1701281630279688,8,3,-1.0,1.0,4.376459765016076,0.405370838893872,2,1,0,0.45481438049652223,1
371,0.41231021273380064,10,2,-0.697315148796256,0.697315148796256,3.8131596062312028,0.4584393646959004,8,0,0,0.4723747763650885,1
586,0.1326054363385833,0,0,-0.07472915594204484,0.07472915594204484,4.929252594505646,0.6316325173181766,0,1,4,0.6614354393953016,0
33,0.872533850477327,7,6,-0.7745285663154435,0.7745285663154435,4.912517457370557,0.5531281773579575,2,0,1,0.5765380062124509,1
615,0.0,0,1,0.3317051510836023,0.3317051510836023,6.202131516799267,0.8228909419264105,1,0,1,0.6783134706355171,0
46,0.6589168372398969,3,3,-0.6578310081502448,0.6578310081502448,4.091597826619973,0.7730720618637179,5,2,0,0.29589563793641643,1
364,0.27682486148666763,7,3,-0.7152927587686646,0.7152927587686646,4.442352656332677,0.31883519474322203,7,0,0,0.08018018667417587,1
807,0.05427295698617569,0,3,-0.3898179540731632,0.3898179540731632,9.046076063240385,0.5891735282648114,1,0,2,0.9080581424276187,0
346,0.38765082914920407,9,5,-0.9400358533794166,0.9400358533794166,4.951663028443205,0.2871450104547458,0,1,0,0.157382402814188,1
44,0.40100306120285373,3,7,0.9377426039008355,0.9377426039008355,3.78659498394107,0.7130526958500623,5,0,1,0.5186325534225846,1
837,0.005351842968209732,0,2,0.25122785270508163,0.25122785270508163,8.433497156568128,0.7199383732352523,0,1,4,0.44317250079837134,0
127,0.14507827227125153,3,0,-0.5745702834528349,0.5745702834528349,5.157524044519671,0.28425246863499426,7,0,0,0.4186634944494376,1
16,0.4840348450929721,3,0,-0.8462413612630645,0.8462413612630645,4.176849025497811,0.6340108793509932,5,2,0,0.6008340742583842,1
696,0.06505887223486094,0,2,0.2931162180378054,0.2931162180378054,6.4220748977281765,0.5683004115934813,2,0,3,0.5764834697144257,0
124,0.3082916937003908,6,4,-0.337674372039114,0.337674372039114,3.6385793900578816,0.3917821706396849,6,0,1,0.053376174415182366,1
321,0.23658691152101932,5,0,0.7885442606696916,0.7885442606696916,4.275268688495952,0.36482052243624086,5,2,0,0.5416328189094239,1
145,0.18823504579826064,3,6,-1.0,1.0,3.9418247997933316,0.35044661338578104,1,2,0,0.45682861800652563,1
461,0.046881418113470956,0,0,0.6674166114237886,0.6674166114237886,5.056713098998476,0.6375663010069075,0,1,4,0.803530898719179,0
199,0.03361487907648739,0,2,-0.20501595042602772,0.20501595042602772,7.000552379252033,0.7208935474698392,0,0,1,0.816355665257708,0
37,0.5803750895590248,12,5,-0.6520656710167752,0.6520656710167752,3.3120547402783385,0.6990238207963729,3,0,0,0.6299879379148114,1
205,0.16320867737564562,1,6,0.695164142462458,0.695164142462458,4.102736208141667,0.43317007385916784,0,2,0,0.40978576587643173,1
250,0.07635058573138631,1,1,0.6396582881766767,0.6396582881766767,5.669535937188619,0.746540832114567,1,4,1,0.43732924673186174,0
750,0.11243465407640471,0,2,0.28080420588732147,0.28080420588732147,8.362964374323381,0.8643665531429393,0,2,6,0.839578622702102,0
88,0.384163543527351,12,2,0.7757914079002135,0.7757914079002135,5.208756802654112,0.4587556157835254,5,1,0,0.43936179784415796,1
50,0.37086384471643935,7,3,-0.6537177511522355,0.6537177511522355,4.9288179420082265,0.5635762903144156,3,2,0,0.21752954010787393,1
321,0.26601227725094295,4,3,-0.840194297962051,0.840194297962051,3.956965037164296,0.29094284809825355,6,2,0,0.2879393466249248,1
802,0.06901092006970279,0,1,-0.5131662649242474,0.5131662649242474,7.414621127075147,0.656625866710571,0,2,4,0.7957390923048122,0
238,0.08043480591047927,0,2,0.008220741004122609,0.008220741004122609,6.653132423555114,0.5751068735835206,0,0,1,0.9832479580212494,0
281,0.0,0,3,-0.682655169565975,0.682655169565975,7.05146349003048,0.6584620203532395,2,2,5,0.6737642710600974,0
783,0.11450644940605459,0,3,-0.1838057827794196,0.1838057827794196,8.018177954806584,0.806968127824777,0,4,5,0.7202282629923134,0
93,0.11196008592189291,0,3,0.763771116480897,0.763771116480897,6.727112435870553,0.6952800436008352,1,4,1,0.7219171216336512,0
40,0.5033356395295125,12,5,-0.640256701014523,0.640256701014523,3.8973941958186216,0.7260868022314823,0,2,1,0.03063675168729995,1
545,0.05969552596157029,0,0,-0.48817252631850383,0.48817252631850383,4.998413919032576,0.7822929724573011,1,3,2,0.7651648038933586,0
146,0.40242576661522717,4,7,-0.6535588565026914,0.6535588565026914,5.511743555911291,0.30155658695359383,8,1,1,0.3023880065179887,1
604,0.13798018318686023,0,3,0.6837232130481943,0.6837232130481943,5.474089082960713,0.7582781085284112,1,3,5,0.35769739668120093,0
268,0.09178451027787995,0,2,0.42673441565404846,0.42673441565404846,5.817170698991308,0.5823754331175842,1,0,6,0.45461799528081315,0
94,0.06787930710407442,1,1,0.14741551958043242,0.14741551958043242,7.055634957026195,0.728136943465161,3,0,5,0.3662677099944746,0
418,0.02919188257030226,0,0,-0.49363241926981893,0.49363241926981893,5.7442085748486535,0.902586942500563,0,4,2,0.712896105396291,0
339,0.2002185891012354,3,3,-0.7811600341307744,0.7811600341307744,5.408247994629618,0.3504302231097584,4,0,0,0.2906180719671288,1
74,0.0927606637749258,0,0,0.7390687750666614,0.7390687750666614,7.59958426188377,0.5926651474311991,1,2,2,0.40049163770237556,0
43,0.8183614050652301,5,4,-0.7707431150471624,0.7707431150471624,4.66459604718402,0.601980143015106,8,2,0,0.23356062028180563,1
534,0.02770674060738037,1,0,-0.32532586907147204,0.32532586907147204,5.523696053130546,0.6106284698187332,0,0,1,0.4237276812542431,0
443,0.2362667894408593,11,3,-0.8061270511074883,0.8061270511074883,4.052825635740938,0.33501029875553767,4,0,1,0.1964875022132115,1
369,0.15258457313299428,2,0,0.9684749272579682,0.9684749272579682,5.204436206569481,0.43740663824312986,6,1,0,0.5305919065593716,1
592,0.06053674203418486,0,2,-0.3779455198241275,0.3779455198241275,3.921721024287792,0.6310785098356065,4,1,2,0.6952726852428063,0
46,0.7760280749501657,4,2,-0.6642470707196166,0.6642470707196166,3.6555918819651336,0.5623276394688197,0,2,0,0.6373672397786684,1
258,0.13540464588020226,0,0,-0.2301099552772385,0.2301099552772385,5.634502324100353,0.7139970600783229,0,1,2,0.7093962089588737,0
225,0.26995143641502595,5,7,0.700756282824336,0.700756282824336,4.655315029650723,0.2798697332107785,0,0,0,0.12241588530492693,1
22,0.5467761294123693,8,3,0.9675141473199341,0.9675141473199341,4.066623451530068,0.7163094313629368,8,1,0,0.2780318346168598,1
710,0.050280330083699046,0,3,0.4889041053717556,0.4889041053717556,5.960771105357222,0.8689960980954312,0,2,4,0.8463298255604892,0
688,0.1331627753337249,0,0,0.7481541811298287,0.7481541811298287,8.759920656057544,0.5625546202383419,2,5,4,0.41650310287926956,0
208,0.03025825273867988,0,2,-0.23794258657336056,0.23794258657336056,8.756398714630455,0.7071017192272634,0,2,4,0.6098025493037644,0
244,0.387493288552408,12,7,-0.9026142490185752,0.9026142490185752,5.409103040513735,0.4187481945702238,7,1,1,0.29104515894536404,1
59,0.8076450369809722,3,5,0.6947736192872676,0.6947736192872676,4.4923117093331,0.759685620751608,5,0,1,0.524785042116131,1
608,0.057209020156344874,0,3,-0.6196639459187908,0.6196639459187908,5.36495841236218,0.5774306765225337,0,3,5,0.45471681845942796,0
117,0.06437366121619459,0,0,0.5129615676679833,0.5129615676679833,6.423826769251003,0.7000580415364056,2,2,2,0.98869425185312,0
612,0.0795519496227623,0,2,-0.15640864321894082,0.15640864321894082,8.75542850159718,0.8523519139714876,3,3,1,0.6562207171525979,0
315,0.4173854115757193,5,3,0.892382974893475,0.892382974893475,4.553091532628421,0.40047566883422825,4,0,0,0.24736610050564073,1
202,0.0,1,0,0.385835754460282,0.385835754460282,4.293455826883919,0.6440123975520772,2,3,2,0.6603644636779094,0
624,0.0,1,3,0.303483923127141,0.303483923127141,8.69315853584587,0.6517011448865799,0,0,3,0.36371918901351646,0
